x,y,z
-3.2,-3.68,30.88523775999999
-3.12,-3.68,36.171781119999984
-3.04,-3.68,41.84300032000001
-2.96,-3.68,47.861048319999995
-2.88,-3.68,54.18906112000001
-2.8,-3.68,60.791157760000026
-2.7199999999999998,-3.68,67.63244032000003
-2.6399999999999997,-3.68,74.67899392000002
-2.56,-3.68,81.89788672
-2.48,-3.68,89.25716992000001
-2.4,-3.68,96.72587776
-2.3200000000000003,-3.68,104.27402751999999
-2.24,-3.68,111.87261952
-2.16,-3.68,119.49363712
-2.08,-3.68,127.11004672000001
-2.0,-3.68,134.69579776
-1.92,-3.68,142.22582272000002
-1.8399999999999999,-3.68,149.67603712000005
-1.7599999999999998,-3.68,157.02333952
-1.6800000000000002,-3.68,164.24561152
-1.6,-3.68,171.32171776
-1.52,-3.68,178.23150592000002
-1.44,-3.68,184.95580672000006
-1.3599999999999999,-3.68,191.47643392000003
-1.2799999999999998,-3.68,197.77618432000003
-1.1999999999999997,-3.68,203.83883776000005
-1.12,-3.68,209.64915711999998
-1.04,-3.68,215.19288832
-0.96,-3.68,220.45676032
-0.8799999999999999,-3.68,225.42848512000003
-0.7999999999999998,-3.68,230.09675776000003
-0.7199999999999998,-3.68,234.45125632000003
-0.6400000000000001,-3.68,238.48264192000002
-0.56,-3.68,242.18255872
-0.48,-3.68,245.54363392000002
-0.3999999999999999,-3.68,248.55947776
-0.31999999999999984,-3.68,251.22468352000004
-0.23999999999999977,-3.68,253.53482752000002
-0.16000000000000014,-3.68,255.48646912000004
-0.08000000000000007,-3.68,257.07715072
0.0,-3.68,258.30539776
0.08000000000000007,-3.68,259.17071872
0.16000000000000014,-3.68,259.67360512000005
0.2400000000000002,-3.68,259.81553152
0.3200000000000003,-3.68,259.59895552000006
0.40000000000000036,-3.68,259.02731776
0.4800000000000004,-3.68,258.10504192
0.5600000000000005,-3.68,256.83753472
0.6399999999999997,-3.68,255.23118592000003
0.7199999999999998,-3.68,253.29336831999998
0.7999999999999998,-3.68,251.03243776000005
0.8799999999999999,-3.68,248.45773312
0.96,-3.68,245.57957632000003
1.04,-3.68,242.40927231999999
1.12,-3.68,238.95910912
1.2000000000000002,-3.68,235.24235776
1.2800000000000002,-3.68,231.27327232
1.3600000000000003,-3.68,227.06708991999997
1.4400000000000004,-3.68,222.64003072
1.5200000000000005,-3.68,218.00929791999994
1.6000000000000005,-3.68,213.19307775999997
1.6799999999999997,-3.68,208.21053952000005
1.7599999999999998,-3.68,203.08183552
1.8399999999999999,-3.68,197.82810112000004
1.92,-3.68,192.47145472000003
2.0,-3.68,187.03499776
2.08,-3.68,181.54281472000002
2.16,-3.68,176.01997312000003
2.24,-3.68,170.49252352000002
2.3200000000000003,-3.68,164.98749952
2.4000000000000004,-3.68,159.53291775999998
2.4800000000000004,-3.68,154.15777792
2.5600000000000005,-3.68,148.89206272
2.6400000000000006,-3.68,143.76673791999997
2.7199999999999998,-3.68,138.81375232
2.8,-3.68,134.06603776000006
2.88,-3.68,129.55750912
2.96,-3.68,125.32306432000003
3.04,-3.68,121.39858432
3.12,-3.68,117.82093312
